0,0,0,0,0,0
0,0.072664979832278,0,0,0,0
0,0.126234785511534,0,0,0,0
0,0.175972661046799,0,0,0,0
0,0.240328274237467,0,0,0,0
0,0.275774609476063,0,0,0,0
0,0.345209724384712,0,0,0,0
0,0.410161032910899,0,0,0,0
0,0.481276945631329,0,0,0,0
0,0.554950033808534,0,0,0,0
0,0.61210386260188,0,0,0,0
0,0.646332698048423,0,0,0,0
0,0.733435651460344,0,0,0,0
0,0.742066882457626,0,0,0,0
0,0.786836321883317,0,0,0,0
0,0.852796627575572,0,0,0,0
0,0.939436171865122,0,0,0,0
0,1,0,0,0,0
0,0,0,0,0,0
0,0.072664979832278,0,0,0,0
0,0.126234785511534,0,0,0,0
0,0.175972661046799,0,0,0,0
0,0.240328274237467,0,0,0,0
0,0.275774609476063,0,0,0,0
0,0.345209724384712,0,0,0,0
0,0.410161032910899,0,0,0,0
0,0.481276945631329,0,0,0,0
0,0.554950033808534,0,0,0,0
0,0.61210386260188,0,0,0,0
0,0.646332698048423,0,0,0,0
0,0.733435651460344,0,0,0,0
0,0.742066882457626,0,0,0,0
0,0.786836321883317,0,0,0,0
0,0.852796627575572,0,0,0,0
0,0.939436171865122,0,0,0,0
0,1,0,0,0,0
0,0,0,0,0,0
0,0.072664979832278,0,0,0,0
0,0.126234785511534,0,0,0,0
0,0.175972661046799,0,0,0,0
0,0.240328274237467,0,0,0,0
0,0.275774609476063,0,0,0,0
0,0.345209724384712,0,0,0,0
0,0.410161032910899,0,0,0,0
0,0.481276945631329,0,0,0,0
0,0.554950033808534,0,0,0,0
0,0.61210386260188,0,0,0,0
0,0.646332698048423,0,0,0,0
0,0.733435651460344,0,0,0,0
0,0.742066882457626,0,0,0,0
0,0.786836321883317,0,0,0,0
0,0.852796627575572,0,0,0,0
0,0.939436171865122,0,0,0,0
0,1,0,0,0,0
0,0,0,0,0,0
0,0.072664979832278,0,0,0,0
0,0.126234785511534,0,0,0,0
0,0.175972661046799,0,0,0,0
0,0.240328274237467,0,0,0,0
0,0.275774609476063,0,0,0,0
0,0.345209724384712,0,0,0,0
0,0.410161032910899,0,0,0,0
0,0.481276945631329,0,0,0,0
0,0.554950033808534,0,0,0,0
0,0.61210386260188,0,0,0,0
0,0.646332698048423,0,0,0,0
0,0.733435651460344,0,0,0,0
0,0.742066882457626,0,0,0,0
0,0.786836321883317,0,0,0,0
0,0.852796627575572,0,0,0,0
0,0.939436171865122,0,0,0,0
0,1,0,0,0,0
0,0,0,0,0,0
0,0.072664979832278,0,0,0,0
0,0.126234785511534,0,0,0,0
0,0.175972661046799,0,0,0,0
0,0.240328274237467,0,0,0,0
0,0.275774609476063,0,0,0,0
0,0.345209724384712,0,0,0,0
0,0.410161032910899,0,0,0,0
0,0.481276945631329,0,0,0,0
0,0.554950033808534,0,0,0,0
0,0.61210386260188,0,0,0,0
0,0.646332698048423,0,0,0,0
0,0.733435651460344,0,0,0,0
0,0.742066882457626,0,0,0,0
0,0.786836321883317,0,0,0,0
0,0.852796627575572,0,0,0,0
0,0.939436171865122,0,0,0,0
0,1,0,0,0,0
